alert_id,fault_id,fault_name,confidence,method,rule_name,exists
5:gaia-2021-08-12-2021-08-12_14`:54`:52-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-12-2021-08-12_14`:57`:18-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-12-2021-08-12_16`:36`:33-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-12-2021-08-12_18`:05`:40-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-12-2021-08-12_19`:44`:06-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-12-2021-08-12_21`:08`:45-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-12-2021-08-12_21`:35`:03-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-12-2021-08-12_22`:26`:19-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-12-2021-08-12_23`:06`:20-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-13-2021-08-13_00`:56`:26-cpu_anomalies,1:K8s Pod Pending 无法调度（Insufficient CPU/Memory）,K8s Pod Pending 无法调度（Insufficient CPU/Memory）,0.93,rule,gaia-cpu-db,False
5:gaia-2021-08-13-2021-08-13_02`:05`:44-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-13-2021-08-13_02`:59`:32-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-13-2021-08-13_06`:12`:56-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-13-2021-08-13_07`:57`:14-cpu_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.94,rule,gaia-cpu-mob,False
5:gaia-2021-08-13-2021-08-13_08`:00`:52-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-13-2021-08-13_09`:47`:45-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-13-2021-08-13_11`:01`:45-cpu_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.94,rule,gaia-cpu-mob,False
5:gaia-2021-08-13-2021-08-13_12`:52`:52-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-13-2021-08-13_13`:20`:15-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-13-2021-08-13_13`:43`:35-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-13-2021-08-13_13`:51`:36-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-13-2021-08-13_14`:25`:28-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-13-2021-08-13_14`:39`:48-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-13-2021-08-13_15`:27`:00-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-13-2021-08-13_17`:13`:08-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-13-2021-08-13_17`:32`:24-cpu_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.94,rule,gaia-cpu-mob,False
5:gaia-2021-08-13-2021-08-13_17`:37`:37-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-13-2021-08-13_19`:44`:23-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-13-2021-08-13_20`:47`:05-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-13-2021-08-13_21`:57`:44-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-14-2021-08-14_00`:38`:08-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-14-2021-08-14_01`:29`:37-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-14-2021-08-14_02`:03`:54-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-14-2021-08-14_02`:25`:15-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-14-2021-08-14_03`:49`:04-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-14-2021-08-14_05`:53`:25-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-14-2021-08-14_07`:01`:06-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-14-2021-08-14_07`:09`:33-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-14-2021-08-14_08`:03`:29-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-14-2021-08-14_08`:29`:22-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-14-2021-08-14_09`:26`:33-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-14-2021-08-14_10`:47`:29-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-14-2021-08-14_13`:11`:26-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-14-2021-08-14_13`:38`:40-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-14-2021-08-14_14`:03`:38-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-14-2021-08-14_14`:15`:24-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-14-2021-08-14_14`:41`:23-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-14-2021-08-14_15`:26`:48-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-14-2021-08-14_17`:26`:37-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-14-2021-08-14_17`:40`:20-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-14-2021-08-14_17`:56`:19-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-14-2021-08-14_18`:35`:41-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-14-2021-08-14_18`:53`:35-cpu_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.94,rule,gaia-cpu-mob,False
5:gaia-2021-08-14-2021-08-14_18`:59`:44-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-14-2021-08-14_20`:33`:31-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-14-2021-08-14_20`:44`:11-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-14-2021-08-14_22`:34`:43-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-14-2021-08-14_23`:20`:44-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-16-2021-08-16_02`:32`:18-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-16-2021-08-16_03`:28`:19-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-16-2021-08-16_04`:59`:40-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-16-2021-08-16_05`:33`:35-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-16-2021-08-16_06`:47`:39-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-16-2021-08-16_08`:23`:29-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-16-2021-08-16_09`:03`:00-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-16-2021-08-16_09`:59`:03-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-16-2021-08-16_10`:57`:12-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-16-2021-08-16_11`:12`:24-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-16-2021-08-16_12`:25`:31-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-16-2021-08-16_14`:26`:32-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-16-2021-08-16_14`:45`:12-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-16-2021-08-16_15`:36`:40-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-16-2021-08-16_15`:38`:02-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-16-2021-08-16_15`:38`:07-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-16-2021-08-16_18`:51`:43-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-16-2021-08-16_19`:58`:15-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-16-2021-08-16_21`:22`:30-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-16-2021-08-16_22`:09`:32-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-16-2021-08-16_23`:01`:59-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-16-2021-08-16_23`:28`:00-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-17-2021-08-17_02`:13`:35-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-17-2021-08-17_02`:15`:23-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-17-2021-08-17_03`:28`:37-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-17-2021-08-17_03`:30`:45-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-17-2021-08-17_05`:50`:45-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-17-2021-08-17_05`:51`:39-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-17-2021-08-17_06`:39`:34-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-17-2021-08-17_06`:58`:34-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-17-2021-08-17_07`:05`:28-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-17-2021-08-17_07`:57`:16-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-17-2021-08-17_08`:11`:23-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-17-2021-08-17_11`:07`:18-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-17-2021-08-17_12`:11`:35-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-17-2021-08-17_13`:15`:46-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-17-2021-08-17_13`:18`:00-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-17-2021-08-17_13`:37`:24-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-17-2021-08-17_14`:32`:23-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-17-2021-08-17_15`:28`:00-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-17-2021-08-17_15`:29`:34-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-17-2021-08-17_16`:39`:04-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-17-2021-08-17_17`:17`:38-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-17-2021-08-17_17`:44`:45-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-17-2021-08-17_19`:05`:52-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-17-2021-08-17_19`:17`:01-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-17-2021-08-17_19`:56`:02-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-17-2021-08-17_20`:22`:14-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-17-2021-08-17_21`:47`:46-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-18-2021-08-18_00`:10`:01-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-18-2021-08-18_00`:45`:39-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-18-2021-08-18_01`:24`:29-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-18-2021-08-18_05`:10`:54-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-18-2021-08-18_05`:54`:26-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-18-2021-08-18_08`:42`:31-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-18-2021-08-18_08`:58`:10-cpu_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.94,rule,gaia-cpu-mob,False
5:gaia-2021-08-18-2021-08-18_10`:21`:26-cpu_anomalies,1:K8s Pod Pending 无法调度（Insufficient CPU/Memory）,K8s Pod Pending 无法调度（Insufficient CPU/Memory）,0.93,rule,gaia-cpu-db,False
5:gaia-2021-08-18-2021-08-18_11`:13`:19-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-18-2021-08-18_11`:58`:48-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-18-2021-08-18_13`:05`:32-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-18-2021-08-18_13`:42`:27-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-18-2021-08-18_15`:13`:06-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-18-2021-08-18_15`:51`:41-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-18-2021-08-18_16`:03`:35-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-18-2021-08-18_16`:36`:57-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-18-2021-08-18_19`:36`:40-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-18-2021-08-18_20`:39`:54-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-18-2021-08-18_23`:09`:15-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-19-2021-08-19_00`:02`:46-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-19-2021-08-19_01`:10`:01-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-19-2021-08-19_01`:45`:45-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-19-2021-08-19_02`:54`:57-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-19-2021-08-19_03`:04`:40-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-19-2021-08-19_04`:02`:00-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-19-2021-08-19_04`:38`:09-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-19-2021-08-19_04`:40`:45-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-19-2021-08-19_04`:57`:10-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-19-2021-08-19_05`:35`:46-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-19-2021-08-19_05`:50`:04-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-19-2021-08-19_06`:18`:20-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-19-2021-08-19_06`:40`:55-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-2021-08-19-2021-08-19_06`:58`:41-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-19-2021-08-19_07`:15`:44-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-19-2021-08-19_08`:03`:25-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-19-2021-08-19_08`:43`:01-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-19-2021-08-19_13`:56`:01-memory_anomalies,1:MongoDB 副本集选举失败,MongoDB 副本集选举失败,0.95,rule,gaia-memory-db,False
5:gaia-2021-08-19-2021-08-19_14`:12`:11-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-19-2021-08-19_16`:02`:33-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-19-2021-08-19_17`:50`:34-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-2021-08-19-2021-08-19_18`:23`:28-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-19-2021-08-19_18`:52`:03-memory_anomalies,1:Apache SSL 握手失败,Apache SSL 握手失败,0.94,rule,gaia-memory-web,False
5:gaia-2021-08-19-2021-08-19_19`:12`:47-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-19-2021-08-19_19`:30`:40-memory_anomalies,1:Elasticsearch 写入拒绝（429）,Elasticsearch 写入拒绝（429）,0.94,rule,gaia-memory-log,False
5:gaia-2021-08-19-2021-08-19_19`:43`:01-cpu_anomalies,1:K8s Pod Pending 无法调度（Insufficient CPU/Memory）,K8s Pod Pending 无法调度（Insufficient CPU/Memory）,0.93,rule,gaia-cpu-db,False
